title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
ChatGPT in the Classroom: An Analysis of Its Strengths and Weaknesses for Solving Undergraduate Computer Science Questions,"Joshi, Ishika; Budhiraja, Ritvik; Dev, Harshal; Kadia, Jahnvi; Ataullah, Mohammad Osama; Mitra, Sayan; Akolekar, Harshal D.; Kumar, Dhruv",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630803,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [54],The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: ChatGPT's usage in tasks such as solving assignments and exams has the potential to undermine students' learning outcomes and compromise academic integrity.",2024,DG053,same work as canonical occurrence in DG053; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG report reference,,,Yes,loaded,assessment:undergraduate-cs-question-corpus,site/public/data/assessments/assessment-undergraduate-cs-question-corpus.json,
ChatGPT in the Classroom: Experimentation in a Python Class for Non-Computing Majors,"Kaleemunnisa, FNU; Scharff, Christelle; Bathula, Krishna; Zhumakova, Begimai",2024 IEEE Integrated STEM Education Conference (ISEC),10.1109/isec61299.2024.10665172,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 205,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This study explores the use of ChatGPT in solving Python programming assignments in an introduction to computing class taken by students who are new to programming and non-computing majors.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:python-chatgpt-assignment-experiment,site/public/data/assessments/assessment-python-chatgpt-assignment-experiment.json,
ChatGPT vs. Gemini: Comparative Evaluation in Cybersecurity Education with Prompt Engineering Impact,"Nguyen, Thomas; Sayadi, Hossein",2024 IEEE Frontiers in Education Conference (FIE),10.1109/fie61694.2024.10893499,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 662,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Our study centers on two leading LLMs: Ope-nAI's ChatGPT and Google's Gemini Pro, employing a three-fold assessment methodology.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: not-relevant; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
ChatGPT's Aptitude in Utilizing UML Diagrams for Software Engineering Exercise Generation,"Speth, Sandro; Meißner, Niklas; Becker, Steffen",2024 36th International Conference on Software Engineering Education and Training (CSEE&T),10.1109/cseet62301.2024.10663027,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 143,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: This research addresses ChatGPT's ability to utilize UML class and sequence diagrams to create SE modeling exercises.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:ai-generated-uml-exercises,site/public/data/assessments/assessment-ai-generated-uml-exercises.json,
ChatGPT's Performance on Problem Sets in an At-Scale Introductory Computer Science Course,"Popescu, Diana M.; Joyner, David A.",Proceedings of the Eleventh ACM Conference on Learning @ Scale,10.1145/3657604.3664701,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 15,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: This work in progress paper examines the impact of LLMs such as ChatGPT in a college-level introductory computing course offered simultaneously as a massive open online course (MOOC) on the edX platform, focusing on its strengths and limitations in solving coding assignments.",2024,,,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:at-scale-cs-problem-sets,site/public/data/assessments/assessment-at-scale-cs-problem-sets.json,
"ChatGPT, Can You Generate Solutions for my Coding Exercises? An Evaluation on its Effectiveness in an undergraduate Java Programming Course.","Ouh, Eng Lieh; Gan, Benjamin Kok Siew; Jin Shim, Kyong; Wlodkowski, Swavek",Proceedings of the 2023 Conference on Innovation and Technology in Computer Science Education V. 1,10.1145/3587102.3588794,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 70,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: In this study, we assess the efficacy of employing the ChatGPT language model to generate solutions for coding exercises within an undergraduate Java programming course.",2023,,,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:java-exercise-series-chatgpt-tested,site/public/data/assessments/assessment-java-exercise-series-chatgpt-tested.json,
Code Interviews: Design and Evaluation of a More Authentic Assessment for Introductory Programming Assignments,"Kannam, Suhas; Yang, Yuri; Dharm, Aarya; Lin, Kevin",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701806,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 154,The Rest of the Robots (ITiCSE 2025 WG),Direct assignment change: adds TA-led code interviews to five take-home introductory programming assignments in response to GenAI-related assessment concerns.,2025,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=NOT_RELEVANT,,,Yes,loaded,assessment:code-interviews,site/public/data/assessments/assessment-code-interviews.json,
"Code Metrics, Rules of Thumb for Introductory CS","Garcia, Yuan; Ngo, Jenny; Lin, Florence Rui",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 2,10.1145/3649409.3691093,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 106,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: In this context, a question arises: How do we measure the quality of students' code when AI-generated code is present?Allowing generative AI to write coding assignments comes with the expectation of improved efficiency and accuracy.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:creative-cs5-final-project,site/public/data/assessments/assessment-creative-cs5-final-project.json,
CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming Assistant that Balances Student and Educator Needs,"Kazemitabaar, Majeed; Ye, Runlong; Wang, Xiaoning; Henley, Austin Zachary; Denny, Paul; Craig, Michelle; Grossman, Tovi",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642773,beyond-the-hype.pdf + beyond-the-hype.html / References [60],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Timely, personalized feedback is essential for students learning programming.",2024,DG045,same work as canonical occurrence in DG045; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,loaded,assessment:codeaid-supported-programming-work,site/public/data/assessments/assessment-codeaid-supported-programming-work.json,
CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming Assistant that Balances Student and Educator Needs,"Kazemitabaar, Majeed; Ye, Runlong; Wang, Xiaoning; Henley, Austin Zachary; Denny, Paul; Craig, Michelle; Grossman, Tovi",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642773,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 70,Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Timely, personalized feedback is essential for students learning programming.",2024,DG045,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2024 WG extraction: Yes,,,Yes,loaded,assessment:codeaid-supported-programming-work,site/public/data/assessments/assessment-codeaid-supported-programming-work.json,
CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming Assistant that Balances Student and Educator Needs,"Kazemitabaar, Majeed; Ye, Runlong; Wang, Xiaoning; Henley, Austin Zachary; Denny, Paul; Craig, Michelle; Grossman, Tovi",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642773,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 113,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Timely, personalized feedback is essential for students learning programming.",2024,DG045,same work as canonical occurrence in DG045; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:codeaid-supported-programming-work,site/public/data/assessments/assessment-codeaid-supported-programming-work.json,
CodeWizardry,Maria Triantafyllidou; Hippokratis Apostolidis; Lefteris Moussiades,2024 IEEE Global Engineering Education Conference (EDUCON),10.1109/educon60312.2024.10578921,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 209,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: The rapid ascent of ChatGPT, marked by its overwhelming success within a short span, underscores the urgent need for a comprehensive examination of the impact and ethical considerations associated with.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:codewizardry-parsons-puzzles,site/public/data/assessments/assessment-codewizardry-parsons-puzzles.json,
Combining LLM-Generated and Test-Based Feedback in a MOOC for Programming,"Gabbay, Hagit; Cohen, Anat",Proceedings of the Eleventh ACM Conference on Learning @ Scale,10.1145/3657604.3662040,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 17,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: In large-scale programming courses, providing learners with immediate and effective feedback is a significant challenge.",2024,,,2-authentic assignment/assessment evidence,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:gipy-python-feedback-assignments,site/public/data/assessments/assessment-gipy-python-feedback-assignments.json,
